	Date	Text	Favorite		
1405	2020-03-11 21:23:37	(＊◕ᴗ◕＊)	2035		
1405	2020-03-11 21:23:37	(๑⃙⃘ˊ꒳​ˋ๑⃙)	2035		
1407	2020-03-11 13:23:34	&lt;(   ¯꒳¯ )&gt;✧*.⋆	4597		
1408	2020-03-10 23:33:10	( ´･֊･` )	1547		
1408	2020-03-10 23:33:10	(&gt;&lt;)	1547		
1409	2020-03-10 07:11:20	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1961		
1411	2020-03-09 12:12:39	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1313		
1413	2020-03-08 21:30:54	⸜(* ॑꒳ ॑*  )⸝	1668		
1413	2020-03-08 21:30:54	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1668		
1415	2020-03-08 21:11:44	( ´•̥  ̫ •̥` )	1259		
1415	2020-03-08 21:11:44	(*⃙⃘´꒳`*⃙⃘)	1259		
1416	2020-03-08 09:27:26	(◦ˉ ˘ ˉ◦)♪	1781		
1418	2020-03-07 19:03:43	(*´ｰ`*)	721		
1420	2020-03-06 13:17:25	(((*&gt,_&lt,)))	1591		
1421	2020-03-06 01:10:35	(*´ω`*)	1554		
1422	2020-03-05 11:29:38	(〃´-`〃)	1163		
1423	2020-03-05 07:55:22	( ´･ω ก` )	1921		
1424	2020-03-04 19:42:39	(*¯ω¯*)	4384		
1424	2020-03-04 19:42:39	(๑•ᴗ•๑)♡	4384		
1425	2020-03-03 19:06:25	( *´︶`*)	1621		
1426	2020-03-03 19:01:57	(  •̥ ˍ •̥  )	1351		
1428	2020-03-03 13:04:48	( ｡›ω‹｡  )	1224		
1431	2020-03-03 00:38:45	(*´ｰ`*)	1636		
1433	2020-03-01 20:05:12	(*´ｰ`*)	1285		
1433	2020-03-01 20:05:12	(◦ˉ ˘ ˉ◦)	1285		
1435	2020-03-01 12:30:13	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	6160		
1436	2020-03-01 11:56:53	( *´꒳`* )	5955		
1437	2020-02-29 19:41:48	( ´͈ ᵕ `͈ )	3290		
1437	2020-02-29 19:41:48	(๑•ᴗ•๑)	3290		
1438	2020-02-29 13:09:30	(*¯ω¯*)	636		
1439	2020-02-29 08:27:21	(ㆁᴗㆁ✿︎)	1708		
1440	2020-02-28 19:28:54	( *´꒳`* )	2561		
1440	2020-02-28 19:28:54	(•'-'•)	2561		
1441	2020-02-28 18:06:56	(o_ _)o	1115		
1442	2020-02-27 23:12:10	(*˘︶˘*)	1816		
1444	2020-02-26 18:30:55	( ⸝⸝⸝•  ̫ • ⸝⸝⸝ )	6345		
1445	2020-02-26 17:55:57	(   ˘-˘ )	1501		
1445	2020-02-26 17:55:57	(*⃙⃘´꒳`*⃙⃘)	1501		
1446	2020-02-26 17:28:13	(◍ ´꒳` ◍)	1339		
1446	2020-02-26 17:28:13	(๑•ᴗ•๑)	1339		
1447	2020-02-26 06:38:40	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1919		
1451	2020-02-24 21:29:26	(〃´-`〃)	1968		
1452	2020-02-24 20:46:56	⸜(* ॑꒳ ॑*  )⸝	2565		
1454	2020-02-23 23:28:11	( *´︶`*)	1539		
1454	2020-02-23 23:28:11	(〃▽〃)	1539		
1454	2020-02-23 23:28:11	(´⊙∀⊙`)	1539		
1455	2020-02-22 22:58:18	(*‘ω‘ *)	1338		
1456	2020-02-22 00:10:28	( ´͈ ᵕ `͈ )	1129		
1457	2020-02-21 19:15:39	( * ˙˙ )*	606		
1458	2020-02-20 23:10:38	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1505		
1459	2020-02-20 23:09:09	(◍ ´꒳` ◍)	1620		
1460	2020-02-19 23:17:39	‹‹\(´•∀•`*)/››‹‹\( 　´•)/››‹‹\( *´•∀•`)/››	1858		
1460	2020-02-19 23:17:39	⸜(* ॑꒳ ॑*  )⸝	1858		
1461	2020-02-19 21:03:48	( ´͈ ᵕ `͈ )	5693		
1462	2020-02-18 21:42:14	\( Ö )/	1594		
1463	2020-02-18 08:36:50	(๑•ᴗ•๑)♡	2336		
1464	2020-02-18 06:16:19	(*⃙⃘´꒳`*⃙⃘)	1914		
1465	2020-02-17 17:30:48	(◦ˉ ˘ ˉ◦)	1756		
1466	2020-02-17 01:50:01	( *´︶`*)	1666		
1467	2020-02-16 22:27:15	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	2133		
1469	2020-02-16 19:33:57	(⑅•ᴗ•⑅)°♡	1039		
1470	2020-02-16 15:56:00	(*⃙⃘´꒳`*⃙⃘)	1626		
1472	2020-02-15 22:00:26	(*´ｰ`*)	2315		
1473	2020-02-15 17:50:44	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1160		
1474	2020-02-15 13:48:13	( ´͈ ᵕ `͈ )	1073		
1477	2020-02-14 22:00:08	(?ω?)	1808		
1478	2020-02-14 21:27:57	✧٩(๑❛ᗨ❛๑)✧	550		
1479	2020-02-14 21:17:11	( ´͈ ᵕ `͈ )	832		
1479	2020-02-14 21:17:11	(*⃙⃘´꒳`*⃙⃘)	832		
1481	2020-02-14 21:14:58	(⑅•ᴗ•⑅)°♡	2063		
1483	2020-02-14 20:44:22	(；_；)	3169		
1484	2020-02-13 23:33:24	(◍ ´꒳` ◍)	784		
1485	2020-02-13 21:11:42	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	3146		
1487	2020-02-12 17:36:16	( ´͈ ᵕ `͈ )	3325		
1488	2020-02-12 12:18:52	(+_+)	2567		
1488	2020-02-12 12:18:52	(╯•﹏•╰)	2567		
1489	2020-02-12 07:03:32	(*´ｰ`*)	1983		
1490	2020-02-11 12:20:51	( *´︶`*)	1792		
1491	2020-02-11 00:01:15	(◦ˉ ˘ ˉ◦)♪	1928		
1492	2020-02-10 13:06:50	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	2407		
1493	2020-02-09 16:24:31	( *´꒳`* )	1765		
1493	2020-02-09 16:24:31	(*⃙⃘´꒳`*⃙⃘)	1765		
1494	2020-02-09 15:58:34	(   ˙༥˙   )	5063		
1495	2020-02-08 17:41:52	(*⃙⃘´꒳`*⃙⃘)	888		
1496	2020-02-08 16:59:46	(◦ˉ ˘ ˉ◦)♪	2186		
1498	2020-02-07 23:34:24	(⑅•ᴗ•⑅)°♡	1715		
1499	2020-02-07 22:52:08	( •̤ᴗ•̤ )♡	4303		
1499	2020-02-07 22:52:08	(*´▽｀*)	4303		
1501	2020-02-07 01:09:45	♡*з*♡	6279		
1502	2020-02-06 15:26:03	( *´︶`*)	7197		
1502	2020-02-06 15:26:03	(((*♥д♥*)))	7197		
1503	2020-02-06 15:11:17	:(´◦ω◦｀):	1503		
1504	2020-02-05 16:36:26	( ˶˙ᵕ˙˶ )	2935		
1504	2020-02-05 16:36:26	⸜(* ॑꒳ ॑*  )⸝	2935		
1505	2020-02-05 00:37:53	(๑˘ω˘๑)	1549		
1506	2020-02-04 20:21:00	(◍ ´꒳` ◍)	2168		
1507	2020-02-04 20:18:56	( *´︶`*)	2371		
1507	2020-02-04 20:18:56	( ˶˙ᵕ˙˶ )	2371		
1509	2020-02-03 22:41:00	( ´͈ ꒫ `͈ )	1824		
1509	2020-02-03 22:41:00	( ˶˙ᵕ˙˶ )	1824		
1510	2020-02-02 23:27:17	( *´꒳`* )	2202		
1510	2020-02-02 23:27:17	(▼ω▼)	2202		
1511	2020-02-02 23:15:22	( *´︶`*)	2319		
1512	2020-02-02 22:48:08	(*¨*)	739		
1512	2020-02-02 22:48:08	(⑉• •⑉)	739		
1515	2020-02-02 22:45:33	(◍ ´꒳` ◍)	2745		
1516	2020-02-02 15:07:59	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1271		
1518	2020-01-31 22:58:54	( *´︶`*)	700		
1520	2020-01-31 15:44:52	✧٩(๑❛ᗨ❛๑)✧	6939		
1521	2020-01-31 15:31:19	(〃▽〃)	2130		
1522	2020-01-31 12:46:50	(◦ &gt;﹏&lt;｡)~	2331		
1523	2020-01-31 02:15:30	( ˇ꒳​ˇ )	3615		
1523	2020-01-31 02:15:30	( ˶´⚰︎`˵ )	3615		
1524	2020-01-31 01:54:09	⸜(* ॑꒳ ॑*  )⸝	942		
1525	2020-01-31 01:41:26	(⑉• •⑉)	1245		
1525	2020-01-31 01:41:26	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1245		
1526	2020-01-30 21:11:16	(   ˙༥˙   )	4960		
1526	2020-01-30 21:11:16	(´&gt;؂∂｀)❤︎	4960		
1527	2020-01-30 19:38:58	( •̀ᄇ•…	1527		
1527	2020-01-30 19:38:58	(；；)	1527		
1528	2020-01-29 23:17:53	(⑉• •⑉)	8164		
1529	2020-01-29 19:59:44	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	4279		
1531	2020-01-28 16:59:23	(⑅•ᴗ•⑅)°♡	5974		
1532	2020-01-27 22:27:26	( *´︶`*)	1795		
1532	2020-01-27 22:27:26	( ˘•ω•˘ ).｡oஇ	1795		
1533	2020-01-27 22:23:05	( *´꒳`* )	1076		
1534	2020-01-27 19:41:56	( •̤ᴗ•̤ )♡	3905		
1535	2020-01-27 15:16:29	( ˶˙ᵕ˙˶ )	3817		
1535	2020-01-27 15:16:29	⸜(* ॑꒳ ॑*  )⸝	3817		
1536	2020-01-26 22:52:20	(*¨*)	4642		
1536	2020-01-26 22:52:20	(๑º ﾛ º๑)	4642		
1536	2020-01-26 22:52:20	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	4642		
1537	2020-01-26 21:32:51	( *´꒳`* )	2630		
1537	2020-01-26 21:32:51	(〃▽〃)	2630		
1538	2020-01-26 16:38:30	( ˶˙ᵕ˙˶ )	1582		
1538	2020-01-26 16:38:30	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	1582		
1539	2020-01-26 16:02:06	(◦ˉ ˘ ˉ◦)♪	8921		
1540	2020-01-26 08:36:16	( ˶˙ᵕ˙˶ )	1631		
1540	2020-01-26 08:36:16	⸜(* ॑꒳ ॑*  )⸝	1631		
1541	2020-01-25 17:22:24	(*ˊ˘ˋ*)｡♪:*°	2801		
1542	2020-01-24 23:31:54	⸜(* ॑꒳…	680		
1544	2020-01-24 14:23:10	(◦ˉ ˘ ˉ◦)♪	7797		
1545	2020-01-23 22:18:11	(⑅•ᴗ•⑅)°♡	7552		
1546	2020-01-23 15:00:33	( ˶˙ᵕ˙˶ )	4122		
1546	2020-01-23 15:00:33	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	4122		
1549	2020-01-23 00:00:34	( •̤ᴗ•̤ )♡	16015		
1549	2020-01-23 00:00:34	ヽ(〃･ω･)ﾉ☆ﾟ’･:*☆♪	16015		
1550	2020-01-22 22:14:06	(,,&gt; &lt;,,)♡	12914		
1551	2020-01-22 14:06:06	(( °_° ))	2803		
1551	2020-01-22 14:06:06	⸜(* ॑꒳ ॑*  )⸝	2803		
1552	2020-01-21 23:19:01	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	2476		
1554	2020-01-21 23:15:12	(๑ơ ₃ ơ)♥	4887		
1555	2020-01-21 18:27:55	⸜(* ॑꒳ ॑*  )⸝	8224		
1555	2020-01-21 18:27:55	✧*｡*(ˊᗜˋ*)و✧*｡	8224		
1557	2020-01-20 23:29:41	(*•̀ᴗ•́*)و ̑̑	2902		
1565	2020-01-20 12:12:29	(*¨*)	20455		
1565	2020-01-20 12:12:29	⸜(* ॑꒳ ॑*  )⸝	20455		
1566	2020-01-19 21:15:20	(((*♥д♥*)))	16412		
1567	2020-01-19 13:16:09	✧٩(๑❛ᗨ❛๑)✧	5493		
1569	2020-01-18 23:34:02	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	10244		
1570	2020-01-18 14:21:47	(⑅•ᴗ•⑅)°♡	4473		
1571	2020-01-18 09:54:15	(〃▽〃)	6103		
1572	2020-01-18 09:34:52	(◍ ´꒳` ◍)	3236		
1573	2020-01-17 23:08:42	( ´-` ).｡oO	6162		
1573	2020-01-17 23:08:42	(；；)	6162		
1573	2020-01-17 23:08:42	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	6162		
1574	2020-01-17 21:47:03	( *…	677		
1575	2020-01-16 15:14:35	( ˶˙ᵕ˙˶ )	621		
1575	2020-01-16 15:14:35	⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆*	621		
1576	2020-01-16 15:11:59	( *´꒳`* )	2078		
1578	2020-01-15 16:45:37	(⑅•ᴗ•⑅)°♡	1389		
1578	2020-01-15 16:45:37	⸜(* ॑꒳ ॑*  )⸝	1389		
1579	2020-01-14 22:48:54	( ˇ꒳​ˇ )	1319		
1580	2020-01-13 23:24:59	( *´꒳`* )	5465		
1580	2020-01-13 23:24:59	( ˶˙ᵕ˙˶ )	5465		
1581	2020-01-13 10:04:47	(*´︶`*)ฅ♡	1501		
1583	2020-01-10 20:09:20	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	518		
1585	2020-01-07 17:39:42	( '-'* )	2358		
1585	2020-01-07 17:39:42	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	2358		
1586	2020-01-07 16:55:14	( *´︶`*)	961		
1587	2020-01-06 12:49:53	(◍ ´꒳` ◍)	2322		
1587	2020-01-06 12:49:53	(๑•̀ㅂ•́)و✧	2322		
1588	2020-01-06 09:53:52	(๑• . •๑)	1703		
1589	2020-01-05 23:16:10	( ⸝⸝⸝•  ̫ • ⸝⸝⸝ )	1559		
1589	2020-01-05 23:16:10	⸜(* ॑꒳ ॑*  )⸝	1559		
1590	2020-01-05 04:59:22	(◍ ´꒳` ◍)	1697		
1591	2020-01-04 17:17:44	(*´ч ` *)	1279		
1592	2020-01-03 20:55:21	( * ˙˙ )*	588		
1592	2020-01-03 20:55:21	⸜(*ˊᵕˋ* )⸝	588		
1592	2020-01-03 20:55:21	~(=^･･^)	588		
1594	2020-01-03 16:04:52	(*´˘`*)♡	2656		
1595	2020-01-02 15:09:52	(๑・ .̫ ・๑)	2617		
1596	2020-01-02 14:47:51	( *´꒳`* )	6974		
1597	2020-01-02 08:19:13	( ´͈ ᵕ `͈ )	1942		
1598	2020-01-01 23:01:53	( *´︶`*)	2183		
1599	2020-01-01 22:57:39	o(*`^´*)o	1916		
1600	2020-01-01 22:38:55	(≖ᴗ≖ )♡	6791		
1600	2020-01-01 22:38:55	(๑•̀ㅂ•́)و✧	6791		
1601	2020-01-01 22:31:47	(⃔ *`꒳´ * )⃕↝	2492		
1603	2020-01-01 11:07:52	(*´▽｀*)	2138		
1603	2020-01-01 11:07:52	(⑅•ᴗ•⑅)°♡	2138		
1604	2020-01-01 11:05:27	( *´꒳`*…	5876		
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					1858
